230c3d801fe8c0296986c09d27e7f32a41ec933e	Change Parameter Type	1
f1924734195cd5a3e911428295d5946e816a41e9	Extract Variable	1
f1924734195cd5a3e911428295d5946e816a41e9	Extract Variable	1
f1924734195cd5a3e911428295d5946e816a41e9	Extract Variable	1
f1924734195cd5a3e911428295d5946e816a41e9	Extract Variable	1
0a78ed4cb1020311e4c768658eac4ac31224a0fa	Extract And Move Method	1
0a78ed4cb1020311e4c768658eac4ac31224a0fa	Extract And Move Method	1
6c01c34ecfded755c92f531321809d2f6908c476	Change Method Access Modifier	1
6c01c34ecfded755c92f531321809d2f6908c476	Add Thrown Exception Type	1
6c01c34ecfded755c92f531321809d2f6908c476	Add Thrown Exception Type	1
6c01c34ecfded755c92f531321809d2f6908c476	Add Thrown Exception Type	1
6c01c34ecfded755c92f531321809d2f6908c476	Add Thrown Exception Type	1
6c01c34ecfded755c92f531321809d2f6908c476	Add Thrown Exception Type	1
5284851b0828dc39bf13f2ec09c2c0b3aa355676	Remove Class Annotation	1
1dd9cd0b3ba10e0b12d2b0525f17d6a909414264	Change Method Access Modifier	1
1dd9cd0b3ba10e0b12d2b0525f17d6a909414264	Change Method Access Modifier	1
1dd9cd0b3ba10e0b12d2b0525f17d6a909414264	Change Method Access Modifier	1
1dd9cd0b3ba10e0b12d2b0525f17d6a909414264	Change Method Access Modifier	1
cd31e5ce52751d6692245848d341af3b37460f53	Extract Method	1
cd31e5ce52751d6692245848d341af3b37460f53	Rename Attribute	1
cd31e5ce52751d6692245848d341af3b37460f53	Change Attribute Type	1
cd31e5ce52751d6692245848d341af3b37460f53	Add Attribute Annotation	1
cd31e5ce52751d6692245848d341af3b37460f53	Rename Attribute	1
cd31e5ce52751d6692245848d341af3b37460f53	Change Attribute Type	1
cd31e5ce52751d6692245848d341af3b37460f53	Add Attribute Annotation	1
2a9177168be58ee3b24aa85f8903d534a2a994d8	Modify Class Annotation	1
ae8b62b3ee7bb8609a24f384f02163606043e022	Extract Variable	1
ae8b62b3ee7bb8609a24f384f02163606043e022	Extract Variable	1
ecb7083abf358ab79b038367052d6dfb3816a9d3	Change Parameter Type	1
ecb7083abf358ab79b038367052d6dfb3816a9d3	Change Parameter Type	1
12d37ffdc35d985287ce0badb1cf9a5d2a6f50f6	Extract Variable	1
12d37ffdc35d985287ce0badb1cf9a5d2a6f50f6	Extract Variable	1
0943ef5a6165c2c2796eb0dafd2246e58982cc0b	Extract And Move Method	1
a83a9b79e43fa3fcc6988e0a48bb32341ec1b68c	Extract Variable	1
a83a9b79e43fa3fcc6988e0a48bb32341ec1b68c	Change Variable Type	1
a83a9b79e43fa3fcc6988e0a48bb32341ec1b68c	Rename Variable	1
126c8ea961606d745a482b2ad9fa4cd1f2727f30	Extract Variable	1
fead71bca0520422374a7b7c73f9488bad36207a	Add Parameter	1
fead71bca0520422374a7b7c73f9488bad36207a	Add Parameter	1
fead71bca0520422374a7b7c73f9488bad36207a	Add Parameter	1
fead71bca0520422374a7b7c73f9488bad36207a	Add Parameter	1
737f58cecb29dae0bdbedbfa486494f9c299d25a	Remove Method Annotation	1
5f0b2ee8e3cdc417659c0d2b4a4214e1b975ac4c	Remove Parameter	1
878b3ff93b8ca6dc7195b1f99713cc3022a7373d	Add Method Annotation	1
878b3ff93b8ca6dc7195b1f99713cc3022a7373d	Add Class Annotation	1
81db25825d5b491fc1f188f63c055b7116fe8da6	Add Method Annotation	1
5c41565f39d95681e18cd5d56f6400e13f2a0c80	Add Method Annotation	1
5c41565f39d95681e18cd5d56f6400e13f2a0c80	Change Method Access Modifier	1
5c41565f39d95681e18cd5d56f6400e13f2a0c80	Move Method	1
ce65ff5527fe54dbd3116cc33b6e9cb67f02aca1	Rename Class	1
ce65ff5527fe54dbd3116cc33b6e9cb67f02aca1	Change Variable Type	1
ce65ff5527fe54dbd3116cc33b6e9cb67f02aca1	Rename Variable	1
ce65ff5527fe54dbd3116cc33b6e9cb67f02aca1	Rename Attribute	1
ce65ff5527fe54dbd3116cc33b6e9cb67f02aca1	Change Attribute Type	1
ce65ff5527fe54dbd3116cc33b6e9cb67f02aca1	Remove Attribute Annotation	1
ce65ff5527fe54dbd3116cc33b6e9cb67f02aca1	Rename Attribute	1
ce65ff5527fe54dbd3116cc33b6e9cb67f02aca1	Remove Parameter	1
ce65ff5527fe54dbd3116cc33b6e9cb67f02aca1	Move And Rename Method	1
89103b6d131cd2a695ebfd5bd1584da06a78d9e6	Rename Class	1
89103b6d131cd2a695ebfd5bd1584da06a78d9e6	Move And Rename Class	1
89103b6d131cd2a695ebfd5bd1584da06a78d9e6	Rename Class	1
89103b6d131cd2a695ebfd5bd1584da06a78d9e6	Change Return Type	1
89103b6d131cd2a695ebfd5bd1584da06a78d9e6	Change Return Type	1
f28bca609a25aef4cfe13afaf88d5c0e9e83cfbf	Add Parameter	1
24ac43a79974c1576c265734403fafe0c895d27c	Add Parameter	1
24ac43a79974c1576c265734403fafe0c895d27c	Add Parameter	1
24ac43a79974c1576c265734403fafe0c895d27c	Rename Method	1
24ac43a79974c1576c265734403fafe0c895d27c	Change Variable Type	1
24ac43a79974c1576c265734403fafe0c895d27c	Rename Variable	1
24ac43a79974c1576c265734403fafe0c895d27c	Rename Attribute	1
24ac43a79974c1576c265734403fafe0c895d27c	Change Attribute Type	1
24ac43a79974c1576c265734403fafe0c895d27c	Rename Attribute	1
24ac43a79974c1576c265734403fafe0c895d27c	Change Attribute Type	1
70553912301684745783205355d3a3e033475849	Change Method Access Modifier	1
70553912301684745783205355d3a3e033475849	Change Method Access Modifier	1
70553912301684745783205355d3a3e033475849	Change Method Access Modifier	1
735f0c39f7e0b09e5a40879835b04e2eae6daf6b	Remove Thrown Exception Type	1
735f0c39f7e0b09e5a40879835b04e2eae6daf6b	Change Variable Type	1
735f0c39f7e0b09e5a40879835b04e2eae6daf6b	Remove Thrown Exception Type	1
735f0c39f7e0b09e5a40879835b04e2eae6daf6b	Remove Thrown Exception Type	1
735f0c39f7e0b09e5a40879835b04e2eae6daf6b	Remove Thrown Exception Type	1
735f0c39f7e0b09e5a40879835b04e2eae6daf6b	Remove Thrown Exception Type	1
735f0c39f7e0b09e5a40879835b04e2eae6daf6b	Remove Thrown Exception Type	1
735f0c39f7e0b09e5a40879835b04e2eae6daf6b	Remove Thrown Exception Type	1
735f0c39f7e0b09e5a40879835b04e2eae6daf6b	Remove Thrown Exception Type	1
735f0c39f7e0b09e5a40879835b04e2eae6daf6b	Remove Method Annotation	1
735f0c39f7e0b09e5a40879835b04e2eae6daf6b	Change Variable Type	1
735f0c39f7e0b09e5a40879835b04e2eae6daf6b	Remove Method Annotation	1
735f0c39f7e0b09e5a40879835b04e2eae6daf6b	Remove Method Annotation	1
895c3ddb4971fde955f6e49eed12738cb599b1a5	Extract Variable	1
895c3ddb4971fde955f6e49eed12738cb599b1a5	Remove Method Annotation	1
895c3ddb4971fde955f6e49eed12738cb599b1a5	Extract Method	1
895c3ddb4971fde955f6e49eed12738cb599b1a5	Extract Variable	1
895c3ddb4971fde955f6e49eed12738cb599b1a5	Add Class Annotation	1
